x,y,species logistic values
631.0,631.0,0.47902498
632.0,632.0,0.117163084
633.0,633.0,0.23749326
634.0,634.0,0.034491
635.0,635.0,0.22127782
636.0,636.0,0.10526061
637.0,637.0,0.04404271
638.0,638.0,0.0803762
639.0,639.0,0.32716203
640.0,640.0,0.20944236
641.0,641.0,0.51142997
642.0,642.0,0.05637476
643.0,643.0,0.1067622
644.0,644.0,0.11160062
645.0,645.0,0.5022832
646.0,646.0,0.5335359
647.0,647.0,0.5760371
648.0,648.0,0.23857808
649.0,649.0,0.6862888
650.0,650.0,0.49016806
651.0,651.0,0.087389894
652.0,652.0,0.23824994
653.0,653.0,0.22974965
654.0,654.0,0.07533507
655.0,655.0,0.37491846
656.0,656.0,0.002770998
657.0,657.0,0.23033167
658.0,658.0,0.27346444
659.0,659.0,0.3306238
660.0,660.0,0.32636526
661.0,661.0,0.02340546
662.0,662.0,0.14317086
663.0,663.0,0.51585776
664.0,664.0,0.22491588
665.0,665.0,0.18402795
666.0,666.0,0.1999891
667.0,667.0,0.05238271
668.0,668.0,0.82099456
669.0,669.0,0.010258058
670.0,670.0,0.10489197
671.0,671.0,0.45489675
672.0,672.0,0.12960435
673.0,673.0,0.02765849
674.0,674.0,0.019486444
675.0,675.0,0.046412073
676.0,676.0,0.155733
677.0,677.0,0.15943313
678.0,678.0,0.38047162
679.0,679.0,0.8035941
680.0,680.0,0.13624834
681.0,681.0,0.73561996
682.0,682.0,0.60170555
683.0,683.0,0.0457659
684.0,684.0,0.05372776
685.0,685.0,0.42290485
686.0,686.0,0.0927475
687.0,687.0,0.31862965
688.0,688.0,0.14636378
689.0,689.0,0.16083454
690.0,690.0,0.2394296
691.0,691.0,0.419533
692.0,692.0,0.1876165
693.0,693.0,0.0735325
694.0,694.0,0.756292
695.0,695.0,0.09500584
696.0,696.0,0.1292834
697.0,697.0,0.24270335
698.0,698.0,0.0036848371
699.0,699.0,0.28694525
700.0,700.0,0.3094691
701.0,701.0,0.39846465
702.0,702.0,0.1773167
703.0,703.0,0.65497965
704.0,704.0,0.029411511
705.0,705.0,0.16134828
706.0,706.0,0.5285324
707.0,707.0,0.14009608
708.0,708.0,0.05582893
709.0,709.0,0.052241355
710.0,710.0,0.40904108
711.0,711.0,0.15474868
712.0,712.0,0.594205
713.0,713.0,0.07303675
714.0,714.0,0.335495
715.0,715.0,0.06943856
716.0,716.0,0.48886344
717.0,717.0,0.21891499
718.0,718.0,0.005177571
719.0,719.0,0.07314923
720.0,720.0,0.28875133
721.0,721.0,0.041792523
722.0,722.0,0.58681583
723.0,723.0,0.24034882
724.0,724.0,0.3493243
725.0,725.0,0.13813198
726.0,726.0,0.10464124
