x,y,species logistic values
466.0,466.0,0.015575834
467.0,467.0,0.372554
468.0,468.0,0.075247765
469.0,469.0,0.19386274
470.0,470.0,8.8086503E-4
471.0,471.0,0.06310672
472.0,472.0,0.2837329
473.0,473.0,0.17394222
474.0,474.0,0.24138589
475.0,475.0,0.058272675
476.0,476.0,0.0974623
477.0,477.0,0.19788629
478.0,478.0,0.05006186
479.0,479.0,0.2485255
480.0,480.0,0.6508757
481.0,481.0,0.14476645
482.0,482.0,0.026424542
483.0,483.0,0.09534749
484.0,484.0,0.040527984
485.0,485.0,0.20745973
486.0,486.0,0.08187247
487.0,487.0,0.043862157
488.0,488.0,0.01581231
489.0,489.0,0.11314295
490.0,490.0,0.112879075
491.0,491.0,0.018931735
492.0,492.0,0.079607174
493.0,493.0,0.18840562
494.0,494.0,0.01710514
495.0,495.0,0.09200654
496.0,496.0,0.13362847
497.0,497.0,0.45474678
498.0,498.0,0.1590388
499.0,499.0,0.10377046
500.0,500.0,0.54823506
501.0,501.0,0.6593196
502.0,502.0,0.004443719
503.0,503.0,0.732471
504.0,504.0,0.035324913
505.0,505.0,0.026282279
506.0,506.0,0.07757161
507.0,507.0,0.0074792462
508.0,508.0,0.019530624
509.0,509.0,0.020967847
510.0,510.0,0.052627835
511.0,511.0,0.2843174
512.0,512.0,0.0526626
513.0,513.0,0.024477374
514.0,514.0,0.029181017
515.0,515.0,0.040493734
516.0,516.0,0.124092534
517.0,517.0,2.965676E-4
518.0,518.0,0.6968141
519.0,519.0,0.08571116
520.0,520.0,0.04406754
521.0,521.0,0.75985724
522.0,522.0,0.0114004165
523.0,523.0,0.0014727414
524.0,524.0,0.11497247
525.0,525.0,0.03219934
526.0,526.0,0.19333495
527.0,527.0,0.044319935
528.0,528.0,0.04428346
529.0,529.0,0.5073178
530.0,530.0,0.0023298264
531.0,531.0,0.37823382
532.0,532.0,0.029985482
533.0,533.0,0.118162826
534.0,534.0,0.075021505
535.0,535.0,0.025642714
536.0,536.0,0.3200757
537.0,537.0,0.13670698
538.0,538.0,0.109801084
539.0,539.0,0.29642814
540.0,540.0,0.14059287
541.0,541.0,0.021312645
542.0,542.0,0.116306655
543.0,543.0,0.060713526
544.0,544.0,0.042017233
545.0,545.0,0.15466845
546.0,546.0,0.12361895
547.0,547.0,0.1102332
548.0,548.0,0.15466286
549.0,549.0,0.13836719
550.0,550.0,0.3886168
551.0,551.0,0.061149027
552.0,552.0,0.08908648
553.0,553.0,0.070346914
554.0,554.0,0.029480651
555.0,555.0,0.001283525
556.0,556.0,0.08365062
557.0,557.0,0.026291454
558.0,558.0,0.012562633
559.0,559.0,0.19993874
560.0,560.0,0.12590776
561.0,561.0,0.058752235
562.0,562.0,0.4768723
563.0,563.0,0.8362404
564.0,564.0,0.075429335
565.0,565.0,0.15353285
566.0,566.0,0.28824717
567.0,567.0,0.021084141
568.0,568.0,0.3680079
569.0,569.0,0.10199776
570.0,570.0,0.14392062
571.0,571.0,0.018137211
572.0,572.0,0.16128887
573.0,573.0,0.13982414
574.0,574.0,0.09617009
575.0,575.0,0.55101424
576.0,576.0,0.24149685
577.0,577.0,0.06644856
578.0,578.0,0.7979368
579.0,579.0,0.039942764
580.0,580.0,0.2041524
581.0,581.0,0.023813475
582.0,582.0,0.32367182
583.0,583.0,0.2279371
584.0,584.0,0.08828762
585.0,585.0,0.058045816
586.0,586.0,0.036679666
587.0,587.0,0.12532677
588.0,588.0,0.093796715
589.0,589.0,0.08357576
590.0,590.0,0.2201809
591.0,591.0,0.086705126
592.0,592.0,0.07451095
593.0,593.0,0.03568779
594.0,594.0,0.25740236
595.0,595.0,0.04275272
596.0,596.0,0.012474764
597.0,597.0,0.25721672
598.0,598.0,0.6118617
599.0,599.0,0.13372377
600.0,600.0,0.08847334
601.0,601.0,0.013342924
602.0,602.0,0.053890947
603.0,603.0,0.014505861
604.0,604.0,0.015120518
605.0,605.0,0.041089296
606.0,606.0,0.120448545
607.0,607.0,0.0013522902
608.0,608.0,0.0837424
609.0,609.0,0.054891996
610.0,610.0,0.2128905
611.0,611.0,0.070710614
612.0,612.0,0.12382745
613.0,613.0,0.011712517
614.0,614.0,0.09703083
615.0,615.0,0.06786677
616.0,616.0,0.08403645
617.0,617.0,0.34272695
618.0,618.0,0.5888719
619.0,619.0,0.32532
620.0,620.0,0.043057792
621.0,621.0,0.5499316
622.0,622.0,0.54882205
623.0,623.0,0.21094792
624.0,624.0,0.041479643
625.0,625.0,0.0430462
626.0,626.0,0.010568637
627.0,627.0,0.16500713
628.0,628.0,0.1499445
629.0,629.0,0.6681826
630.0,630.0,0.27127197
631.0,631.0,0.13907288
632.0,632.0,0.13781312
633.0,633.0,0.12991746
634.0,634.0,0.59792614
635.0,635.0,0.03686026
636.0,636.0,0.5868927
637.0,637.0,0.06786701
638.0,638.0,0.1068562
639.0,639.0,0.047580026
640.0,640.0,0.027467476
641.0,641.0,0.3939766
